Id,鄉鎮市區,交易標的,路名,土地移轉總面積平方公尺,都市土地使用分區,土地數,建物數,車位數,移轉層次,移轉層次項目,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,交易年,交易日,交易月,地鐵站,超商,公園,托兒所,國小,國中,高中職,大學,金融機構,醫院,大賣場,超市,百貨公司,警察局,消防局,縱坐標,橫坐標
7263,文山區,房地(土地+建物),興隆路四段,19.02,第三種住宅區,1.0,1.0,0.0,15,無,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1984-11-22,73.54,1,2,1,有,有,2021,18,3,0.0,11.0,16.0,20.0,20.0,19.0,11.0,17.0,18.0,18.0,7.0,20.0,11.0,20.0,14.0,24.986825104695452,121.55742387121843
7264,中山區,房地(土地+建物),合江街,17.66,第三種住宅區,1.0,1.0,0,1,無,7.0,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,1977-12-31,101.449999999999,3,2,2,有,有,2020,2,11,0.0,16.0,10.0,20.0,20.0,20.0,10.0,18.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.02323280469545,121.57034087121843
7265,北投區,房地(土地+建物)+車位,義理街,44.7,住,1.0,1.0,1,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1989-07-14,181.54,4,2,2,有,有,2020,17,1,1.0,13.0,9.0,20.0,20.0,20.0,4.0,18.0,17.0,20.0,9.0,20.0,18.0,20.0,15.0,25.079162104695452,121.54611557121844
7266,松山區,房地(土地+建物),八德路四段,19.37,住,1.0,1.0,0,3,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1989-04-10,144.1,4,2,2,有,有,2020,9,2,0.0,17.0,13.0,20.0,20.0,20.0,12.0,19.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.01066080469545,121.59014997121844
7267,士林區,房地(土地+建物)+車位,中山北路六段,32.92,第三種住宅區,1.0,1.0,1,12,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2008-05-06,182.14,2,1,1,有,有,2020,29,11,1.0,11.0,14.0,20.0,20.0,20.0,4.0,14.0,18.0,20.0,11.0,20.0,17.0,20.0,16.0,25.00804600469545,121.55742387121843
7268,中正區,房地(土地+建物)+車位,羅斯福路三段,29.3,住,2.0,1.0,3,3,無,24.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,2017-04-25,346.11,0,0,0,無,有,2020,20,1,0.0,12.0,13.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,8.0,20.0,20.0,20.0,20.0,24.985328804695452,121.55653347121844
7269,大安區,房地(土地+建物),新生南路一段,64.4,第三種住宅區,1.0,1.0,0,3,無,4.0,公寓(5樓含以下無電梯),住家用,加強磚造,1969-05-30,168.99,4,2,2,有,無,2020,6,11,0.0,10.0,10.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.00306830469545,121.56767807121844
7270,松山區,房地(土地+建物),光復南路,15.31,住,1.0,1.0,0,7,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1986-08-04,151.2,3,2,2,有,有,2019,29,7,2.0,15.0,11.0,20.0,20.0,20.0,14.0,19.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.008881204695452,121.58987077121844
7271,中山區,房地(土地+建物)+車位,北安路,22.46,第三種住宅區,1.0,1.0,1.0,6,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1987-06-05,158.13,3,2,2,有,有,2021,23,4,1.0,10.0,8.0,20.0,20.0,20.0,7.0,16.0,19.0,17.0,13.0,20.0,18.0,20.0,18.0,25.04849720469545,121.58791137121844
7272,文山區,房地(土地+建物)+車位,秀明路一段,149.94,住,1.0,1.0,1,3,無,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,2018-03-02,225.44,4,2,2,有,有,2020,9,4,0.0,9.0,8.0,20.0,20.0,18.0,11.0,18.0,14.0,16.0,6.0,20.0,10.0,20.0,14.0,24.95399740469545,121.59881647121844
7273,大安區,房地(土地+建物)+車位,安居街,24.86,第三種住宅區,1.0,1.0,1,2,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1971-06-28,165.25,3,2,2,有,有,2021,22,9,1.0,15.0,12.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,8.0,20.0,19.0,20.0,20.0,24.983040204695453,121.58611537121844
7274,中正區,房地(土地+建物),門街,37.75,第三種住宅區,1.0,1.0,0.0,4,陽臺,4.0,公寓(5樓含以下無電梯),集合住宅,鋼筋混凝土造,1963-08-15,101.38,4,3,2,有,無,2021,8,3,0.0,10.0,9.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
7275,文山區,房地(土地+建物),政大二街,71.4,住,1.0,1.0,0,6,無,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2003-06-09,140.09,3,2,2,有,有,2020,31,5,0.0,1.0,3.0,15.0,19.0,6.0,8.0,13.0,6.0,16.0,5.0,19.0,4.0,14.0,7.0,24.950753804695452,121.61940357121844
7276,士林區,房地(土地+建物),中社路一段,99.38,住,1.0,1.0,0,4,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1975-08-01,103.75,2,2,1,有,無,2019,14,10,0.0,0.0,0.0,14.0,20.0,14.0,1.0,12.0,16.0,18.0,2.0,20.0,11.0,19.0,10.0,25.07036910469545,121.59117527121843
7277,中正區,房地(土地+建物),詔安街,30.25,第三種住宅區,1.0,1.0,0.0,6,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1977-02-13,143.07,3,2,2,有,有,2021,24,3,0.0,9.0,8.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,24.98805350469545,121.54112417121844
7278,北投區,房地(土地+建物),中央北路三段,21.27,第二種住宅區,2.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1982-02-26,78.26,2,2,1,有,無,2020,22,7,1.0,5.0,4.0,14.0,19.0,12.0,3.0,9.0,13.0,20.0,5.0,17.0,4.0,14.0,13.0,25.09835310469545,121.51196967121844
7279,南港區,房地(土地+建物),福德街,29.6,住,1.0,1.0,0,9,無,18.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1998-05-21,174.74,4,2,2,有,有,2019,31,10,0.0,6.0,11.0,20.0,20.0,15.0,9.0,8.0,19.0,20.0,10.0,20.0,19.0,20.0,20.0,25.002287804695452,121.62291397121844
7280,文山區,房地(土地+建物),景豐街,24.06,第三種住宅區,1.0,1.0,0.0,5,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1983-12-27,101.14,2,2,1,有,有,2021,10,3,0.0,9.0,14.0,20.0,20.0,20.0,16.0,18.0,13.0,20.0,11.0,20.0,18.0,20.0,19.0,24.986825104695452,121.55742387121843
7281,中正區,房地(土地+建物)+車位,信義路二段,6.22,住,1.0,1.0,1,3,無,7.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,2008-10-16,43.72,1,1,1,有,有,2020,16,5,2.0,14.0,11.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.99629200469545,121.56052317121843
7282,內湖區,房地(土地+建物),民權東路六段,26.74,住,1.0,1.0,0,10,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2007-12-21,100.95,2,2,2,有,有,2020,9,3,0.0,7.0,12.0,20.0,20.0,19.0,7.0,7.0,18.0,20.0,12.0,20.0,17.0,20.0,19.0,25.02895950469545,121.62371987121844
7283,內湖區,房地(土地+建物)+車位,行善路,19.78,住,1.0,1.0,1,3,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2009-08-26,114.33,2,2,1,有,有,2020,1,1,0.0,4.0,9.0,20.0,20.0,20.0,8.0,9.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,25.022836004695453,121.61610867121844
7284,士林區,房地(土地+建物),基河路,4.54,住,2.0,1.0,0,7,無,13.0,套房(1房1廳1衛),住家用,鋼筋混凝土造,1998-12-11,28.63,1,0,1,有,有,2019,3,11,1.0,11.0,9.0,20.0,20.0,20.0,8.0,16.0,19.0,20.0,13.0,20.0,18.0,20.0,20.0,25.045653604695453,121.55626687121844
7285,中正區,房地(土地+建物)+車位,水源路,21.24,住,1.0,1.0,1,9,無,13.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2018-02-23,206.34,4,2,2,有,有,2019,24,11,0.0,6.0,12.0,20.0,20.0,20.0,14.0,19.0,19.0,20.0,14.0,20.0,20.0,20.0,20.0,24.98079210469545,121.55572027121843
7286,北投區,房地(土地+建物),清江路,33.0,住,1.0,1.0,0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-08-03,111.31,3,2,2,有,無,2020,30,4,3.0,10.0,14.0,18.0,20.0,18.0,5.0,7.0,16.0,20.0,10.0,20.0,15.0,20.0,10.0,25.09154350469545,121.53350767121844
7287,內湖區,房地(土地+建物)+車位,港華街,22.15,住,1.0,1.0,1,8,無,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2008-11-19,154.519999999999,3,2,2,有,有,2020,15,2,2.0,15.0,8.0,20.0,20.0,18.0,6.0,11.0,19.0,19.0,11.0,20.0,9.0,20.0,19.0,25.04589430469545,121.60459797121844
7288,信義區,房地(土地+建物),福德街,30.18,第三種住宅區,1.0,1.0,0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1985-08-27,108.61,3,2,2,有,有,2020,5,12,0.0,11.0,8.0,20.0,20.0,19.0,9.0,12.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,24.99851000469545,121.61477507121843
7289,文山區,房地(土地+建物),辛亥路四段,34.31,第二種住宅區,4.0,1.0,0,11,無,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1995-08-01,91.56,2,2,2,有,有,2021,21,1,0.0,2.0,5.0,20.0,20.0,20.0,14.0,17.0,18.0,20.0,9.0,20.0,20.0,20.0,19.0,25.00804600469545,121.55742387121843
7290,文山區,房地(土地+建物)+車位,政大二街,70.36,住,1.0,1.0,1,2,無,12.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2003-06-09,136.37,3,2,2,有,有,2020,1,2,0.0,1.0,3.0,15.0,19.0,11.0,8.0,12.0,7.0,15.0,5.0,19.0,4.0,12.0,7.0,24.95109470469545,121.61900247121844
7291,松山區,房地(土地+建物),南京東路五段,6.26,第二種商業區及第三種住宅區,1.0,1.0,0,3,無,16.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,1982-11-10,88.07,2,2,1,有,有,2020,26,7,0.0,14.0,13.0,20.0,20.0,20.0,11.0,18.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.012944904695452,121.59754557121843
7292,北投區,房地(土地+建物),泉源路,14.87,第二種住宅區,1.0,1.0,0,4,無,7.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-10-21,73.08,2,2,1,有,無,2020,28,9,1.0,9.0,10.0,19.0,19.0,15.0,3.0,10.0,18.0,20.0,8.0,20.0,12.0,15.0,9.0,25.10338530469545,121.53842687121843
7293,信義區,房地(土地+建物),忠孝東路五段,7.59,第三種住宅區,3.0,1.0,0.0,13,無,13.0,住宅大樓(11層含以上有電梯),一般事務所,鋼筋混凝土造,1996-01-03,43.81,0,1,1,有,有,2021,21,3,1.0,14.0,13.0,20.0,20.0,19.0,7.0,9.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
7294,大同區,房地(土地+建物)+車位,歸綏街,13.61,第四種住宅區,1.0,1.0,2,9,無,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2007-08-22,128.77,1,1,1,有,有,2020,13,7,4.0,17.0,11.0,20.0,20.0,20.0,13.0,19.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,25.02096400469545,121.54896827121844
7295,內湖區,房地(土地+建物),康樂街,25.55,第三種住宅區,1.0,1.0,0.0,11,無,15.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,2009-04-24,137.67,3,2,2,有,有,2021,15,1,1.0,11.0,14.0,20.0,20.0,14.0,6.0,4.0,17.0,20.0,11.0,20.0,12.0,20.0,15.0,24.986825104695452,121.55742387121843
7296,士林區,房地(土地+建物),天玉街,47.75,第三種住宅區,1.0,2.0,0,1,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1980-07-03,248.34,0,2,1,有,無,2020,6,12,0.0,12.0,14.0,20.0,20.0,18.0,4.0,15.0,18.0,20.0,9.0,20.0,19.0,20.0,13.0,25.08223730469545,121.56087707121844
7297,北投區,房地(土地+建物),石牌路二段,10.37,住,3.0,1.0,0,2,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1986-10-27,52.09,3,2,2,有,無,2020,4,3,0.0,6.0,7.0,20.0,20.0,16.0,4.0,13.0,18.0,20.0,9.0,20.0,18.0,20.0,12.0,25.08559300469545,121.55404397121843
7298,北投區,房地(土地+建物)+車位,磺港路,31.93,第三種住宅區,1.0,1.0,2,8,無,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2008-07-25,295.11,4,2,3,有,有,2020,14,11,2.0,11.0,13.0,19.0,20.0,18.0,5.0,11.0,16.0,20.0,10.0,20.0,15.0,17.0,10.0,25.091104604695452,121.53468377121844
7299,內湖區,房地(土地+建物)+車位,陽光街,30.74,第二種住宅區,1.0,1.0,1,3,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2019-07-16,62.04,1,1,1,有,有,2020,2,9,0.0,5.0,7.0,20.0,20.0,20.0,8.0,7.0,18.0,20.0,10.0,20.0,16.0,20.0,18.0,25.03634010469545,121.61736587121844
7300,大同區,房地(土地+建物)+車位,雙連街,19.64,第四種住宅區,1.0,1.0,1.0,15,無,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2006-07-26,222.52,3,2,2,有,有,2021,29,1,3.0,18.0,14.0,20.0,20.0,20.0,13.0,19.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
7301,內湖區,房地(土地+建物)+車位,康樂街,24.86,第三種住宅區,1.0,1.0,1,1,無,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2009-04-24,150.8,3,2,2,有,有,2019,29,8,1.0,11.0,14.0,20.0,20.0,14.0,5.0,4.0,17.0,20.0,11.0,20.0,12.0,20.0,15.0,25.033793204695453,121.64935147121844
7302,北投區,房地(土地+建物)+車位,三合街一段,21.58,第三種住宅區,1.0,1.0,1.0,6,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2004-07-08,162.089999999999,2,2,2,有,有,2021,3,2,3.0,11.0,12.0,19.0,20.0,18.0,5.0,14.0,16.0,20.0,10.0,20.0,9.0,20.0,12.0,25.09100170469545,121.53598537121844
7303,大安區,房地(土地+建物),泰順街,35.5,住,1.0,1.0,0,4,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1971-04-28,96.42,3,2,1,有,無,2019,2,12,0.0,13.0,15.0,20.0,20.0,20.0,14.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,20.0,24.984890104695452,121.56145267121843
7304,內湖區,房地(土地+建物),行善路,49.24,住宅區,1.0,1.0,0,6,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1997-05-26,130.899999999999,3,2,2,有,有,2020,22,8,1.0,5.0,10.0,20.0,20.0,20.0,7.0,11.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,25.01759960469545,121.60840137121843
7305,中正區,房地(土地+建物)+車位,重慶南路三段,27.82,第三之二種住宅區,5.0,1.0,1,5,無,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2009-10-21,108.039999999999,2,2,1,有,有,2020,19,11,1.0,10.0,7.0,20.0,20.0,20.0,13.0,20.0,20.0,20.0,11.0,20.0,20.0,20.0,20.0,25.00804600469545,121.55742387121843
7306,士林區,房地(土地+建物),天玉街,42.1,住,1.0,1.0,0,5,無,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1981-04-24,157.85,3,2,2,有,無,2019,10,10,0.0,7.0,13.0,20.0,20.0,17.0,4.0,14.0,18.0,20.0,8.0,20.0,18.0,20.0,12.0,25.084341204695452,121.56257427121844
7307,士林區,房地(土地+建物),延平北路六段,38.78,住,1.0,1.0,0,2,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-12-31,93.47,3,2,2,有,無,2019,7,11,0.0,10.0,10.0,20.0,20.0,20.0,7.0,12.0,15.0,20.0,8.0,20.0,19.0,20.0,20.0,25.05122210469545,121.53982037121844
7308,萬華區,房地(土地+建物)+車位,西昌街,22.64,第四種住宅區,1.0,1.0,1.0,2,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2009-03-25,142.93,2,2,2,有,無,2020,9,3,1.0,15.0,14.0,20.0,20.0,20.0,12.0,18.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.004122204695452,121.53258977121844
7309,文山區,房地(土地+建物)+車位,辛亥路四段,31.47,第三種住宅區,1.0,1.0,1.0,2,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1998-11-16,176.01,4,2,2,有,有,2020,17,12,1.0,9.0,7.0,20.0,20.0,19.0,14.0,17.0,17.0,20.0,9.0,20.0,20.0,20.0,19.0,24.966260304695453,121.58832197121843
7310,文山區,房地(土地+建物),木新路二段,16.31,第三種住宅區,1.0,1.0,0.0,12,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1984-10-24,63.0699999999999,2,2,1,有,有,2021,1,4,0.0,11.0,9.0,20.0,20.0,17.0,10.0,19.0,15.0,17.0,5.0,20.0,7.0,19.0,11.0,24.986825104695452,121.55742387121843
7311,文山區,房地(土地+建物),汀州路四段,35.3,第三種住宅區,1.0,1.0,0.0,12,無,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1999-11-04,169.579999999999,3,2,2,有,有,2021,18,2,0.0,7.0,8.0,20.0,20.0,20.0,15.0,20.0,15.0,20.0,13.0,20.0,19.0,20.0,20.0,24.986825104695452,121.55742387121843
7312,內湖區,房地(土地+建物),民權東路六段,20.12,住,1.0,1.0,0,10,無,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1994-05-09,96.3,3,2,1,有,有,2020,4,2,2.0,14.0,11.0,20.0,20.0,18.0,6.0,5.0,17.0,20.0,13.0,20.0,9.0,19.0,15.0,25.03199790469545,121.64059097121844
7313,北投區,房地(土地+建物),中和街,30.48,住,1.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1981-04-03,102.0,2,2,2,有,無,2020,4,1,1.0,7.0,7.0,19.0,20.0,15.0,3.0,14.0,19.0,20.0,7.0,20.0,13.0,14.0,13.0,25.10506590469545,121.53095597121843
7314,內湖區,房地(土地+建物),內湖路三段,15.59,第三種住宅區,1.0,1.0,0.0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1971-02-27,65.87,2,2,1,有,無,2021,10,3,1.0,10.0,7.0,20.0,20.0,15.0,6.0,6.0,16.0,20.0,10.0,20.0,8.0,19.0,12.0,25.04908360469545,121.62086247121844
7315,大同區,房地(土地+建物),西寧北路,49.05,住,1.0,2.0,0,3,無,10.0,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1972-05-31,354.94,0,0,0,無,有,2019,23,10,2.0,11.0,7.0,20.0,20.0,20.0,14.0,17.0,20.0,20.0,9.0,20.0,20.0,20.0,20.0,25.015010404695452,121.54037447121844
7316,北投區,房地(土地+建物),榮華三路,38.84,第三種住宅區,1.0,1.0,0.0,3,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1967-06-21,124.26,3,2,2,有,無,2021,24,3,1.0,11.0,10.0,20.0,20.0,20.0,4.0,12.0,19.0,20.0,9.0,20.0,17.0,20.0,15.0,25.076034404695452,121.55190757121844
7317,內湖區,房地(土地+建物),內湖路三段,23.28,第三種住宅區,1.0,1.0,0,4,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1969-06-03,86.46,3,2,1,有,無,2021,9,8,0.0,2.0,4.0,18.0,20.0,16.0,5.0,7.0,17.0,20.0,10.0,20.0,8.0,15.0,13.0,25.05072500469545,121.61603937121843
7318,北投區,房地(土地+建物)+車位,關渡路,51.71,第三種住宅區,2.0,1.0,2.0,25,無,27.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,2001-08-10,475.99,3,2,4,有,有,2021,16,1,1.0,7.0,10.0,18.0,17.0,15.0,4.0,9.0,14.0,20.0,6.0,20.0,7.0,19.0,16.0,25.08232850469545,121.50110837121844
7319,北投區,房地(土地+建物)+車位,行義路,15.29,第三種住宅區,1.0,1.0,1,3,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2006-09-29,87.69,1,1,1,有,有,2020,24,11,0.0,8.0,10.0,20.0,20.0,16.0,4.0,14.0,18.0,20.0,9.0,20.0,18.0,20.0,12.0,25.00804600469545,121.55742387121843
7320,內湖區,房地(土地+建物),康寧路一段,50.76,第三種住宅區,1.0,1.0,0.0,1,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-08-08,122.64,3,2,2,有,無,2021,3,5,1.0,11.0,9.0,20.0,20.0,17.0,7.0,5.0,16.0,20.0,13.0,20.0,12.0,20.0,19.0,25.040496904695452,121.62856897121844
7321,南港區,房地(土地+建物)+車位,重陽路,37.68,住宅區,1.0,1.0,1.0,7,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1998-01-19,126.77,2,1,1,有,有,2021,5,2,1.0,11.0,10.0,20.0,19.0,16.0,5.0,4.0,16.0,19.0,12.0,20.0,10.0,20.0,17.0,24.986825104695452,121.55742387121843
7322,大安區,房地(土地+建物),建國南路一段,1.21,第三之二種住宅區及第三種住宅區,1.0,1.0,0.0,11,無,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1975-05-20,8.63,2,2,2,有,有,2021,8,4,2.0,11.0,13.0,20.0,20.0,20.0,15.0,19.0,20.0,20.0,10.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
7323,內湖區,房地(土地+建物)+車位,成功路三段,51.38,住,1.0,1.0,3,2,無,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2013-06-07,352.57,4,2,3,有,有,2020,25,5,1.0,7.0,9.0,20.0,20.0,20.0,9.0,6.0,17.0,20.0,10.0,20.0,11.0,20.0,19.0,25.040061304695453,121.62035407121844
7324,萬華區,房地(土地+建物)+車位,西園路二段,21.37,第三種住宅區,1.0,1.0,1,9,無,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2009-07-21,133.27,3,2,2,有,有,2018,25,11,1.0,18.0,13.0,20.0,20.0,20.0,12.0,18.0,19.0,20.0,16.0,20.0,20.0,20.0,20.0,24.992369404695452,121.52909987121843
7325,萬華區,房地(土地+建物)+車位,環河南路二段,14.07,住,2.0,1.0,1,16,無,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1987-10-30,177.19,4,3,3,有,有,2020,12,2,0.0,6.0,9.0,20.0,20.0,20.0,13.0,10.0,20.0,20.0,15.0,20.0,20.0,20.0,20.0,24.99597720469545,121.52170087121844
7326,南港區,房地(土地+建物)+車位,重陽路,30.98,住宅區,1.0,1.0,1.0,2,無,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1994-03-21,149.88,2,1,1,有,有,2021,26,3,1.0,11.0,11.0,20.0,20.0,16.0,7.0,5.0,17.0,20.0,12.0,20.0,12.0,20.0,18.0,25.02103150469545,121.64198577121844
7327,士林區,房地(土地+建物)+車位,基河路,20.13,住,1.0,1.0,1,5,無,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,2004-12-31,108.03,1,2,2,有,有,2019,1,11,1.0,12.0,8.0,20.0,20.0,20.0,8.0,17.0,19.0,20.0,5.0,20.0,19.0,20.0,20.0,25.04421180469545,121.55583347121843
7328,大安區,房地(土地+建物),仁愛路四段,16.54,第四種住宅區,1.0,1.0,0,4,無,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1973-04-11,124.16,3,2,2,有,無,2021,29,9,1.0,17.0,9.0,20.0,20.0,20.0,14.0,17.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
7329,文山區,房地(土地+建物),木柵路二段,40.29,住,2.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1987-09-24,110.76,3,2,2,有,有,2019,22,12,0.0,7.0,9.0,20.0,20.0,17.0,11.0,17.0,14.0,18.0,7.0,20.0,11.0,20.0,16.0,24.952319804695453,121.59476777121844
7330,中正區,房地(土地+建物)+車位,汀州路一段,38.31,第三種住宅區,1.0,1.0,1.0,21,無,23.0,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,2008-12-02,257.17,4,2,2,有,有,2021,14,1,0.0,9.0,6.0,20.0,20.0,20.0,13.0,19.0,19.0,20.0,9.0,20.0,20.0,20.0,20.0,24.986825104695452,121.55742387121843
7331,文山區,房地(土地+建物),景華街,21.09,住,1.0,1.0,0,3,無,17.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,2016-09-30,148.19,3,2,2,有,有,2020,4,6,0.0,7.0,11.0,20.0,20.0,20.0,16.0,17.0,15.0,20.0,9.0,20.0,18.0,20.0,19.0,24.960516604695453,121.57958107121844
7332,松山區,房地(土地+建物),新東街,32.55,住宅用地,2.0,1.0,0,5,無,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1978-12-11,122.71,3,2,2,有,無,2020,5,10,0.0,10.0,13.0,19.0,20.0,20.0,9.0,13.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,25.02437590469545,121.59686157121844
7333,松山區,房地(土地+建物),新東街,33.75,住宅用地,1.0,1.0,0.0,1,平台,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1961-06-29,101.66,1,2,2,有,無,2021,27,4,0.0,12.0,16.0,20.0,20.0,20.0,10.0,14.0,20.0,20.0,14.0,20.0,20.0,20.0,20.0,25.020479304695453,121.59874467121844
7334,文山區,房地(土地+建物),永安街,30.75,住,1.0,1.0,0,4,無,4.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1977-01-07,81.7,5,0,1,有,無,2020,16,4,0.0,13.0,12.0,20.0,20.0,17.0,11.0,19.0,17.0,18.0,5.0,20.0,9.0,18.0,11.0,24.949270504695452,121.60123147121844
7335,大安區,房地(土地+建物),復興南路二段,19.39,住,1.0,1.0,0,10,無,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1985-05-22,100.97,3,2,1,有,有,2020,18,4,1.0,16.0,15.0,20.0,20.0,20.0,15.0,20.0,20.0,20.0,12.0,20.0,20.0,20.0,20.0,24.989156004695452,121.57767317121844
